index,Order ID,Date,Status,Fulfilment,ship-service-level,Category,Size,Courier Status,Qty,Amount,ship-city,ship-state,ship-postal-code,B2B,fulfilled-by
8885,171-1824018-2217967,04-25-22,Delivered to Buyer,Merchant,Standard,T-shirt,XXL,Shipped,1,631,BENGALURU,KARNATAKA,560076,FALSE,Easy Ship
8886,171-1824018-2217967,04-25-22,Delivered to Buyer,Merchant,Standard,T-shirt,XXL,Shipped,1,631,BENGALURU,KARNATAKA,560076,FALSE,Easy Ship
66386,171-1825154-1016329,05-17-22,Returned to Seller,Merchant,Standard,Blazzer,XL,Shipped,1,771,NANDURBAR,MAHARASHTRA,425412,FALSE,Easy Ship
27960,171-1826560-4017159,04-14-22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,590,THANE,MAHARASHTRA,421201,FALSE,
56024,171-1828497-5978704,05-26-22,Shipped,Amazon,Expedited,Blazzer,M,Shipped,1,771,KOOTHAPPAR,TAMIL NADU,620013,FALSE,
5115,171-1831298-0966719,04-27-22,Delivered to Buyer,Merchant,Standard,Shirt,M,Shipped,1,375,GHAZIABAD,UTTAR PRADESH,201010,FALSE,Easy Ship
5116,171-1831298-0966719,04-27-22,Delivered to Buyer,Merchant,Standard,T-shirt,M,Shipped,1,1092,GHAZIABAD,UTTAR PRADESH,201010,FALSE,Easy Ship
5117,171-1831298-0966719,04-27-22,Delivered to Buyer,Merchant,Standard,T-shirt,S,Shipped,1,571,GHAZIABAD,UTTAR PRADESH,201010,FALSE,Easy Ship
76157,171-1831905-5247524,05/09/22,Shipped,Amazon,Expedited,T-shirt,S,Shipped,3,1836,GUNTAKAL,ANDHRA PRADESH,515801,FALSE,
83632,171-1833559-8893142,05/04/22,Shipped,Amazon,Expedited,T-shirt,XL,Shipped,1,563,Karunagappally,KERALA,690523,FALSE,
15434,171-1833703-3170764,04-21-22,Cancelled,Amazon,Expedited,T-shirt,XS,Unshipped,1,759,VISAKHAPATNAM,ANDHRA PRADESH,530046,FALSE,
67056,171-1834584-0748359,05-17-22,Delivered to Buyer,Merchant,Standard,T-shirt,XL,Shipped,1,605,NEW DELHI,DELHI,110053,FALSE,Easy Ship
49086,171-1835528-9515557,05-31-22,Delivered to Buyer,Merchant,Standard,Blazzer,L,Shipped,1,885,ANAKAPALLE,ANDHRA PRADESH,531001,FALSE,Easy Ship
45718,171-1836102-0568365,04/03/22,Shipped,Amazon,Expedited,T-shirt,S,Shipped,1,698,LUCKNOW,UTTAR PRADESH,226002,FALSE,
47332,171-1836366-2777145,04/02/22,Shipped,Amazon,Expedited,T-shirt,XXL,Shipped,1,899,NEW DELHI,DELHI,110052,FALSE,
66033,171-1836690-3615512,05-18-22,Shipped,Amazon,Expedited,T-shirt,XXL,Shipped,1,814,LUCKNOW,UTTAR PRADESH,226010,FALSE,
80626,171-1838259-9665157,05/06/22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,512,Bhopal,MADHYA PRADESH,462003,FALSE,
38888,171-1838412-0017146,04/07/22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,311,BENGALURU,KARNATAKA,560066,FALSE,
38889,171-1838412-0017146,04/07/22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,399,BENGALURU,KARNATAKA,560066,FALSE,
114661,171-1839284-4737131,06/10/22,Cancelled,Amazon,Expedited,Shirt,3XL,Unshipped,1,416,NEW DELHI-110015,New Delhi,110015,FALSE,
69433,171-1839611-7405935,05-15-22,Delivered to Buyer,Merchant,Standard,T-shirt,S,Shipped,1,523,BENGALURU,KARNATAKA,560024,FALSE,Easy Ship
70372,171-1839724-6968341,05-14-22,Delivered to Buyer,Merchant,Standard,Blazzer,L,Shipped,1,771,JAIJAIPUR,CHHATTISGARH,495690,FALSE,Easy Ship
92432,171-1841456-9390746,06-28-22,Cancelled,Merchant,Standard,Blazzer,XXL,On the Way,0,994.29,NEW DELHI,DELHI,110030,FALSE,Easy Ship
18270,171-1841778-4708327,04-19-22,Delivered to Buyer,Merchant,Standard,T-shirt,3XL,Shipped,1,1115,GUWAHATI,ASSAM,781016,FALSE,Easy Ship
117548,171-1842779-4370760,06/08/22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,475,Bhopal,MADHYA PRADESH,462003,FALSE,
70565,171-1843659-1501934,05-14-22,Shipped,Amazon,Expedited,Wallet,Free,Shipped,1,665,Chennai,TAMIL NADU,602105,FALSE,
28674,171-1845011-5625901,04-13-22,Shipped,Amazon,Expedited,Shirt,XXL,Shipped,1,471,MUNNAR,KERALA,685612,FALSE,
30294,171-1845045-0161128,04/12/22,Shipped,Amazon,Expedited,Shirt,3XL,Shipped,1,499,JAGATSINGHAPUR,ODISHA,754142,FALSE,
65862,171-1845991-6830723,05-18-22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,399,New delhi,Delhi,110060,FALSE,
8970,171-1847978-3360352,04-25-22,Shipped,Amazon,Expedited,T-shirt,XS,Shipped,1,1149,NEW DELHI,DELHI,110084,FALSE,
61700,171-1848289-9113955,05-21-22,Delivered to Buyer,Merchant,Standard,Shirt,5XL,Shipped,1,798,BENGALURU,KARNATAKA,560024,FALSE,Easy Ship
3606,171-1848757-2532313,04-28-22,Shipped,Amazon,Expedited,Trousers,M,Shipped,1,574,KOTTAYAM,KERALA,686001,FALSE,
81212,171-1849608-6445133,05/06/22,Shipped,Amazon,Expedited,T-shirt,S,Shipped,1,1309,BENGALURU,KARNATAKA,560083,FALSE,
75089,171-1850325-6841103,05/10/22,Delivered to Buyer,Merchant,Standard,Blazzer,M,Shipped,1,885,BHUBANESWAR,ODISHA,751018,FALSE,Easy Ship
121110,171-1850602-1561949,06/06/22,Shipped,Amazon,Expedited,Shirt,XXL,Shipped,1,696,CHENNAI,TAMIL NADU,600092,FALSE,
124158,171-1852594-0213969,06/04/22,Shipped,Amazon,Expedited,Blazzer,L,Shipped,1,864,INDORE,MADHYA PRADESH,452003,FALSE,
59228,171-1853101-5318709,05-24-22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,1399,GANDHINAGAR,Gujarat,382006,FALSE,
101029,171-1853242-8597925,06-21-22,Shipped,Amazon,Expedited,Shirt,S,Shipped,1,540,COIMBATORE,TAMIL NADU,641023,FALSE,
30517,171-1853947-2973900,04/12/22,Shipped,Amazon,Expedited,Shirt,S,Shipped,1,399,Armori,MAHARASHTRA,441208,FALSE,
27952,171-1855114-6013134,04-14-22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,1112,GORAKHPUR,UTTAR PRADESH,273001,FALSE,
44022,171-1855488-6597964,04/04/22,Shipped,Amazon,Expedited,T-shirt,XXL,Shipped,1,799,ALLAHABAD,UTTAR PRADESH,211003,FALSE,
64095,171-1855685-3968335,05-19-22,Shipped,Amazon,Expedited,Blazzer,S,Shipped,1,885,HYDERABAD,TELANGANA,500091,FALSE,
111172,171-1855813-7854746,06-13-22,Delivered to Buyer,Merchant,Standard,T-shirt,M,Shipped,1,1199,CHELAKKARA,KERALA,680586,FALSE,Easy Ship
20884,171-1855981-1500330,04-18-22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,299,NAVI MUMBAI,MAHARASHTRA,400706,FALSE,
100797,171-1857104-4111528,06-21-22,Cancelled,Amazon,Expedited,T-shirt,XS,Unshipped,1,1164,GUWAHATI,ASSAM,781028,FALSE,
52034,171-1857396-4029136,05-29-22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,888,AHMEDABAD,Gujarat,380058,FALSE,
65515,171-1857757-2934760,05-18-22,Delivered to Buyer,Merchant,Standard,Trousers,XXL,Shipped,1,690,MUMBAI,MAHARASHTRA,400101,FALSE,Easy Ship
98944,171-1857947-4913957,06-22-22,Shipped,Amazon,Expedited,Blazzer,XL,Shipped,1,735,Tumkur,KARNATAKA,572102,FALSE,
29377,171-1858066-0109166,04-13-22,Cancelled,Merchant,Standard,Shirt,L,On the Way,0,437.14,NEW DELHI,DELHI,110043,FALSE,Easy Ship
10692,171-1858719-9652336,04-24-22,Shipped,Amazon,Expedited,Trousers,3XL,Shipped,1,574,LUDHIANA,PUNJAB,141001,FALSE,
85351,171-1858819-3513966,05/03/22,Delivered to Buyer,Merchant,Standard,T-shirt,3XL,Shipped,1,939,Agra,UTTAR PRADESH,282005,FALSE,Easy Ship
34270,171-1859343-0772354,04/10/22,Delivered to Buyer,Merchant,Standard,Shirt,XXL,Shipped,1,399,HIMMATNAGAR,Gujarat,383001,FALSE,Easy Ship
83355,171-1859380-5169153,05/04/22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,1065,haridwar,UTTARAKHAND,249401,FALSE,
91941,171-1861082-3150708,06-28-22,Shipped,Amazon,Expedited,Blazzer,XL,Shipped,1,885,GURUGRAM,HARYANA,122001,FALSE,
41143,171-1861852-4059537,04/05/22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,487,PALAKKAD,KERALA,679513,FALSE,
93678,171-1862198-4849952,06-27-22,Shipped,Amazon,Expedited,T-shirt,XXL,Shipped,1,599,NEW DELHI,DELHI,110053,FALSE,
124635,171-1863377-5317162,06/04/22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,1122,KOLKATA,WEST BENGAL,700025,FALSE,
110784,171-1863683-2105130,06-13-22,Cancelled,Merchant,Standard,T-shirt,S,On the Way,0,1038.39,Thoothukudi,TAMIL NADU,628103,FALSE,Easy Ship
52859,171-1864064-2657930,05-29-22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,988,Thrikkakkara,KERALA,682021,FALSE,
87645,171-1865098-6423545,05/02/22,Cancelled,Amazon,Expedited,Shirt,XXL,Unshipped,1,399,RANCHI,JHARKHAND,834003,FALSE,
77417,171-1865476-8277906,05/08/22,Delivered to Buyer,Merchant,Standard,Shirt,XXL,Shipped,1,292,PUNE,MAHARASHTRA,412307,FALSE,Easy Ship
85063,171-1865892-7759525,05/03/22,Cancelled,Amazon,Expedited,Shirt,L,Cancelled,0,,Bhubaneswar,ODISHA,751002,FALSE,
55831,171-1867806-5503521,05-26-22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,435,BENGALURU,KARNATAKA,560067,FALSE,
128485,171-1867981-3743524,06/01/22,Shipped,Amazon,Expedited,T-shirt,XXL,Shipped,1,1125,HOSKOTE,KARNATAKA,562114,FALSE,
18900,171-1868247-9905101,04-19-22,Delivered to Buyer,Merchant,Standard,Shirt,XXL,Shipped,1,249,HYDERABAD,TELANGANA,500036,FALSE,Easy Ship
50740,171-1868964-1977150,05-30-22,Shipped,Amazon,Expedited,Blazzer,S,Shipped,1,885,DEHRADUN,UTTARAKHAND,248002,FALSE,
107392,171-1869923-7006758,06-15-22,Shipped,Amazon,Expedited,Trousers,L,Shipped,1,758,AHMEDABAD,Gujarat,380002,FALSE,
87040,171-1870969-1172361,05/03/22,Cancelled,Amazon,Expedited,Shirt,XXL,Unshipped,1,459,RANEBENNUR,KARNATAKA,581115,FALSE,
87041,171-1870969-1172361,05/03/22,Cancelled,Amazon,Expedited,T-shirt,XXL,Unshipped,1,626,RANEBENNUR,KARNATAKA,581115,FALSE,
87042,171-1870969-1172361,05/03/22,Cancelled,Amazon,Expedited,T-shirt,XXL,Unshipped,1,597,RANEBENNUR,KARNATAKA,581115,FALSE,
87043,171-1870969-1172361,05/03/22,Cancelled,Amazon,Expedited,Shirt,XXL,Unshipped,1,432,RANEBENNUR,KARNATAKA,581115,FALSE,
87044,171-1870969-1172361,05/03/22,Cancelled,Amazon,Expedited,Shirt,XXL,Unshipped,1,442,RANEBENNUR,KARNATAKA,581115,FALSE,
110152,171-1872111-5369142,06-13-22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,1163,NAVI MUMBAI,MAHARASHTRA,400708,FALSE,
38660,171-1872161-1093123,04/07/22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,530,NEW DELHI,DELHI,110070,FALSE,
79567,171-1872212-3076363,05/07/22,Delivered to Buyer,Merchant,Standard,T-shirt,XL,Shipped,1,949,KALABURGI,KARNATAKA,585222,FALSE,Easy Ship
18004,171-1873155-2023520,04-19-22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,399,AURANGABAD,MAHARASHTRA,431006,FALSE,
48499,171-1873710-0866703,04/01/22,Shipped,Amazon,Expedited,Blazzer,XL,Shipped,1,817,BENGALURU,KARNATAKA,560016,FALSE,
9545,171-1873769-0471568,04-24-22,Delivered to Buyer,Merchant,Standard,Blazzer,XS,Shipped,1,744,GURDASPUR,PUNJAB,143533,FALSE,Easy Ship
86802,171-1874246-1194716,05/03/22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,399,HYDERABAD,TELANGANA,500018,FALSE,
4236,171-1874468-0089140,04-28-22,Cancelled,Merchant,Standard,Shirt,3XL,On the Way,0,652.38,TARIKERE,KARNATAKA,577228,FALSE,Easy Ship
54601,171-1874487-3725166,05-27-22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,1186,KHANDWA,MADHYA PRADESH,450001,FALSE,
87131,171-1874610-7901140,05/02/22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,399,HYDERABAD,TELANGANA,500084,FALSE,
18040,171-1874637-5416323,04-19-22,Delivered to Buyer,Merchant,Standard,Shirt,M,Shipped,1,406,SHILLONG,MEGHALAYA,793003,FALSE,Easy Ship
4461,171-1875352-8870746,04-27-22,Shipped,Amazon,Expedited,Blazzer,3XL,Shipped,1,413,BENGALURU,KARNATAKA,560035,FALSE,
69168,171-1875553-5781130,05-15-22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,499,JAMMU,JAMMU & KASHMIR,180005,FALSE,
66280,171-1877296-4468335,05-18-22,Shipped,Amazon,Expedited,Blazzer,S,Shipped,1,771,BENGALURU,KARNATAKA,560078,FALSE,
50186,171-1877695-0629932,05-31-22,Shipped,Amazon,Expedited,Shirt,S,Shipped,1,405,KOCHI,KERALA,682001,FALSE,
115186,171-1879753-3215530,06/10/22,Shipped,Amazon,Expedited,Shirt,XXL,Shipped,1,606,NEW DELHI,DELHI,110074,FALSE,
43368,171-1880367-4545967,04/04/22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,1201,BENGALURU,KARNATAKA,560087,FALSE,
70639,171-1880575-2997144,05-14-22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,487,BENGALURU,KARNATAKA,560034,FALSE,
115707,171-1881491-0515531,06/09/22,Shipped,Amazon,Expedited,Shirt,S,Shipped,1,457,GOLAGHAT,ASSAM,785621,FALSE,
125202,171-1881533-9864316,06/03/22,Shipped,Amazon,Expedited,Trousers,XL,Shipped,1,572,Ahmedabad,Gujarat,382424,FALSE,
74294,171-1882054-4740305,05/11/22,Cancelled,Merchant,Standard,T-shirt,XS,On the Way,0,475.24,VIZIANAGARAM,ANDHRA PRADESH,535003,FALSE,Easy Ship
73431,171-1882131-2038754,05/12/22,Cancelled,Merchant,Standard,T-shirt,S,On the Way,0,414.29,Ernakulam,KERALA,683594,FALSE,Easy Ship
68694,171-1882313-9816367,05-16-22,Delivered to Buyer,Merchant,Standard,Blazzer,M,Shipped,1,771,RANCHI,JHARKHAND,834004,FALSE,Easy Ship
32728,171-1882528-4000350,04/11/22,Cancelled,Amazon,Expedited,Shirt,M,Unshipped,1,375,BHILWARA,RAJASTHAN,311001,FALSE,
1850,171-1883947-4978719,04-29-22,Shipped,Amazon,Expedited,Trousers,L,Shipped,1,432,SURAT,Gujarat,395009,FALSE,
105852,171-1884147-1592353,06-17-22,Delivered to Buyer,Merchant,Standard,Shirt,L,Shipped,1,325,CHAIBASA,JHARKHAND,833201,FALSE,Easy Ship
92180,171-1885594-8453902,06-28-22,Cancelled,Amazon,Expedited,Shirt,L,Unshipped,1,345,UDUPI,KARNATAKA,576235,FALSE,
124744,171-1886005-8704337,06/03/22,Cancelled,Amazon,Expedited,T-shirt,XS,Unshipped,1,1125,SIROHI,RAJASTHAN,307001,FALSE,
107911,171-1886108-0566749,06-15-22,Shipped,Amazon,Expedited,Blazzer,XXL,Shipped,1,735,Virar West,MAHARASHTRA,401303,FALSE,
5856,171-1887219-5289925,04-26-22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,353,BENGALURU,KARNATAKA,560066,FALSE,
342,171-1887627-9813158,04-30-22,Shipped,Amazon,Expedited,Shirt,XS,Shipped,1,376,VISAKHAPATNAM,ANDHRA PRADESH,530016,FALSE,
15449,171-1887749-1570715,04-21-22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,499,Dehradun,UTTARAKHAND,248001,FALSE,
111756,171-1890900-9398712,06/12/22,Cancelled,Amazon,Expedited,Shirt,XXL,Cancelled,0,,Varapuzha,KERALA,683517,FALSE,
58652,171-1892048-6716323,05-24-22,Shipped,Amazon,Expedited,Wallet,Free,Shipped,1,665,Mira Road East,MAHARASHTRA,401107,FALSE,
92856,171-1892725-3372338,06-28-22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,301,KOLKATA,WEST BENGAL,700006,FALSE,
107039,171-1893634-7969963,06-16-22,Shipped,Amazon,Expedited,Shirt,S,Shipped,1,301,New Delhi,DELHI,110016,FALSE,
34087,171-1893962-5121144,04/10/22,Shipped,Amazon,Expedited,Blazzer,XS,Shipped,1,744,Chennai,TAMIL NADU,600118,FALSE,
16570,171-1895466-8078700,04-20-22,Cancelled,Merchant,Standard,T-shirt,XS,On the Way,0,647.62,MANCHERIAL,TELANGANA,504208,FALSE,Easy Ship
122561,171-1897921-8262755,06/05/22,Shipped,Amazon,Expedited,T-shirt,XL,Shipped,1,764,RANCHI,JHARKHAND,834003,FALSE,
66305,171-1898148-6824348,05-18-22,Shipped,Amazon,Expedited,Trousers,M,Shipped,1,545,"Thakurli East,Kalyan",MAHARASHTRA,421201,FALSE,
64178,171-1898407-8858734,05-19-22,Shipped,Amazon,Expedited,T-shirt,S,Shipped,1,888,BENGALURU,KARNATAKA,560037,FALSE,
34577,171-1898579-7597904,04/10/22,Shipped,Amazon,Expedited,Shirt,XXL,Shipped,1,487,RAJPUR SONARPUR,WEST BENGAL,700149,FALSE,
124209,171-1900242-5088321,06/04/22,Shipped,Amazon,Expedited,Blazzer,M,Shipped,1,1168,NEW DELHI,DELHI,110070,FALSE,
53134,171-1901553-9797963,05-28-22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,1133,GADAG BETIGERI,KARNATAKA,582101,FALSE,
59511,171-1901726-8732312,05-23-22,Shipped,Amazon,Expedited,T-shirt,XS,Shipped,1,999,GURUGRAM,HARYANA,122002,FALSE,
123564,171-1902389-2808365,06/04/22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,721,Bengaluru,KARNATAKA,560049,FALSE,
44577,171-1902810-3559539,04/03/22,Shipped,Amazon,Expedited,Trousers,L,Shipped,1,469,HYDERABAD,TELANGANA,500072,FALSE,
94551,171-1903259-1174737,06-26-22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,376,BENGALURU,KARNATAKA,560064,FALSE,
83435,171-1904599-3825145,05/04/22,Shipped,Amazon,Expedited,T-shirt,S,Shipped,1,1111,Rewa,MADHYA PRADESH,486002,FALSE,
81225,171-1905190-1849108,05/06/22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,1033,NOIDA,UTTAR PRADESH,201301,FALSE,
53694,171-1905609-0783525,05-28-22,Shipped,Amazon,Expedited,Blazzer,L,Shipped,1,771,BENGALURU,KARNATAKA,560085,FALSE,
59454,171-1906490-2061160,05-23-22,Cancelled,Amazon,Expedited,T-shirt,XXL,Cancelled,0,,MANJERI,KERALA,676123,FALSE,
78362,171-1907586-6987562,05/08/22,Shipped,Amazon,Expedited,Shirt,6XL,Shipped,1,728,BHOPAL,MADHYA PRADESH,462022,FALSE,
38214,171-1907717-2461911,04/07/22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,824,GHAZIABAD,UTTAR PRADESH,201013,FALSE,
1998,171-1909591-0944310,04-29-22,Delivered to Buyer,Merchant,Standard,Trousers,XXL,Shipped,1,518,PIMPRI CHINCHWAD,MAHARASHTRA,411044,FALSE,Easy Ship
55495,171-1909752-8428353,05-27-22,Shipped,Amazon,Expedited,Trousers,S,Shipped,1,513,NAVI MUMBAI,MAHARASHTRA,400703,FALSE,
97528,171-1909892-5837955,06-23-22,Cancelled,Amazon,Expedited,Shirt,XL,Cancelled,0,,MOHALI,PUNJAB,140301,FALSE,
1713,171-1910092-3713144,04-29-22,Delivered to Buyer,Merchant,Standard,T-shirt,M,Shipped,1,631,NOIDA,UTTAR PRADESH,201301,FALSE,Easy Ship
1714,171-1910092-3713144,04-29-22,Delivered to Buyer,Merchant,Standard,T-shirt,M,Shipped,1,612,NOIDA,UTTAR PRADESH,201301,FALSE,Easy Ship
88438,171-1910574-0620341,05/02/22,Cancelled,Amazon,Expedited,T-shirt,L,Cancelled,0,,RAJGANJ,WEST BENGAL,735134,FALSE,
89382,171-1910764-2838760,05/01/22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,759,UDUPI,KARNATAKA,576104,FALSE,
83127,171-1910807-4135501,05/04/22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,1065,NAVI MUMBAI,MAHARASHTRA,400708,FALSE,
64972,171-1910813-1416333,05-19-22,Returned to Seller,Merchant,Standard,T-shirt,M,Shipped,1,680,THORRUR,TELANGANA,506163,FALSE,Easy Ship
65389,171-1910943-9027540,05-18-22,Shipped,Amazon,Expedited,Trousers,L,Shipped,1,518,Old Goa,GOA,403110,FALSE,
76861,171-1911084-7185962,05/09/22,Shipped,Amazon,Expedited,Blazzer,3XL,Shipped,1,825,THANE,MAHARASHTRA,421201,FALSE,
38543,171-1913437-3724352,04/07/22,Delivered to Buyer,Merchant,Standard,Shirt,S,Shipped,1,499,COIMBATORE,TAMIL NADU,641006,FALSE,Easy Ship
90800,171-1913463-3229101,05/01/22,Delivered to Buyer,Merchant,Standard,Shirt,XXL,Shipped,1,696,Thiruvananthapuram,KERALA,695008,FALSE,Easy Ship
69059,171-1913685-1893106,05-15-22,Shipped,Amazon,Expedited,Blazzer,S,Shipped,1,771,Karungal,TAMIL NADU,629157,FALSE,
3321,171-1915151-6366754,04-28-22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,399,MYSURU,KARNATAKA,570023,FALSE,
108967,171-1915404-7526760,06-14-22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,496,HOSKOTE,KARNATAKA,562114,FALSE,
112754,171-1916263-6644329,06/12/22,Cancelled,Amazon,Expedited,T-shirt,S,Cancelled,0,,CHENNAI,TAMIL NADU,600049,FALSE,
102168,171-1916559-6852305,06-20-22,Delivered to Buyer,Merchant,Standard,Trousers,M,Shipped,1,463,MUMBAI,MAHARASHTRA,400011,FALSE,Easy Ship
102169,171-1916559-6852305,06-20-22,Delivered to Buyer,Merchant,Standard,Trousers,L,Shipped,1,443,MUMBAI,MAHARASHTRA,400011,FALSE,Easy Ship
103523,171-1917827-2530738,06-19-22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,471,Lunawada,Gujarat,389230,FALSE,
29093,171-1917955-9317104,04-13-22,Shipped,Amazon,Expedited,Shirt,XXL,Shipped,1,517,KOLKATA,WEST BENGAL,700035,FALSE,
111446,171-1918024-9085138,06/12/22,Shipped,Amazon,Expedited,T-shirt,XL,Shipped,1,852,HYDERABAD,TELANGANA,500045,FALSE,
68560,171-1918948-0309168,05-16-22,Cancelled,Amazon,Expedited,Shirt,S,Cancelled,0,,KODAD,TELANGANA,508206,FALSE,
16404,171-1921849-4711526,04-20-22,Shipped,Amazon,Expedited,Trousers,M,Shipped,1,495,GHAZIABAD,UTTAR PRADESH,201014,FALSE,
44966,171-1924280-1289135,04/03/22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,399,ARANI TIRUVANNAMALAI DISTRICT,TAMIL NADU,632317,FALSE,
44967,171-1924280-1289135,04/03/22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,426,ARANI TIRUVANNAMALAI DISTRICT,TAMIL NADU,632317,FALSE,
110060,171-1926025-2491541,06-13-22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,888,SAGAR,MADHYA PRADESH,470001,FALSE,
85981,171-1926588-2429944,05/03/22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,484,KALADHUNGI,UTTARAKHAND,263139,FALSE,
96057,171-1927130-5462754,06-25-22,Picked Up,Merchant,Standard,T-shirt,XL,Shipped,1,702,NAWADA,BIHAR,805130,FALSE,Easy Ship
118615,171-1927843-9885922,06/08/22,Shipped,Amazon,Expedited,Perfume,Free,Shipped,1,899,HARDOI,UTTAR PRADESH,241001,FALSE,
124376,171-1928657-3677134,06/04/22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,533,LUCKNOW,UTTAR PRADESH,226012,FALSE,
25707,171-1929010-3334715,04-15-22,Shipped,Amazon,Expedited,Shirt,XS,Shipped,1,399,BHILWARA,RAJASTHAN,311001,FALSE,
18492,171-1929740-9306706,04-19-22,Delivered to Buyer,Merchant,Standard,T-shirt,S,Shipped,1,597,BHAGALPUR,BIHAR,812005,FALSE,Easy Ship
68180,171-1929941-9901937,05-16-22,Delivered to Buyer,Merchant,Standard,Blazzer,S,Shipped,1,885,Bangalore,KARNATAKA,560068,FALSE,Easy Ship
119149,171-1931805-8624330,06/07/22,Delivered to Buyer,Merchant,Standard,T-shirt,XL,Shipped,1,664,PANACHIKKAD,KERALA,686533,FALSE,Easy Ship
11845,171-1932316-1239512,04-23-22,Shipped,Amazon,Expedited,Blazzer,S,Shipped,1,744,new delhi,DELHI,110092,FALSE,
26731,171-1933630-4275568,04-14-22,Delivered to Buyer,Merchant,Standard,Trousers,XL,Shipped,1,487,HADGAON,MAHARASHTRA,431712,FALSE,Easy Ship
13025,171-1934829-3122763,04-22-22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,597,JASHPURNAGAR,CHHATTISGARH,496331,FALSE,
94405,171-1935202-6423562,06-26-22,Shipped,Amazon,Expedited,Shirt,3XL,Shipped,1,471,THANE,MAHARASHTRA,400601,FALSE,
127647,171-1935891-5085966,06/01/22,Cancelled,Amazon,Expedited,Shirt,L,Unshipped,1,496,SILCHAR,ASSAM,788004,FALSE,
94136,171-1937048-9594713,06-27-22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,376,HYDERABAD,TELANGANA,500086,FALSE,
94137,171-1937048-9594713,06-27-22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,380,HYDERABAD,TELANGANA,500086,FALSE,
94138,171-1937048-9594713,06-27-22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,345,HYDERABAD,TELANGANA,500086,FALSE,
65713,171-1937103-6500364,05-18-22,Cancelled,Amazon,Expedited,Shirt,XXL,Cancelled,0,,LUCKNOW,UTTAR PRADESH,226001,FALSE,
110064,171-1938160-4693109,06-13-22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,301,PERUMBAVOOR,KERALA,683545,FALSE,
36975,171-1939060-9283538,04/08/22,Shipped,Amazon,Expedited,T-shirt,XL,Shipped,1,1115,LASALGAON,MAHARASHTRA,422306,FALSE,
57971,171-1939723-3658708,05-25-22,Shipped,Amazon,Expedited,Blazzer,3XL,Shipped,1,771,Rupnarayanpur,WEST BENGAL,713364,FALSE,
81488,171-1942295-1997150,05/06/22,Delivered to Buyer,Merchant,Standard,Shirt,XS,Shipped,1,517,MAYILADUTHURAI,TAMIL NADU,609001,FALSE,Easy Ship
79411,171-1943433-0333159,05/07/22,Shipped,Amazon,Expedited,T-shirt,S,Shipped,1,664,LUCKNOW,UTTAR PRADESH,226002,FALSE,
